SDSS_ID continuum continuum_lines powerlaw_exp powerlaw_norm
0698-52203-0530 1.4799521743886624e-12 1.600477742962529e-12 -1.1995040199354166 364093.07119866525
0399-51817-0177 3.230285710222656e-13 3.389054091653414e-13 -1.4368893545605055 503954.3953975853
0400-51820-0276 2.4144031559246303e-12 2.523409307838525e-12 -1.6651349389245202 21889738.8896557
0401-51788-0227 5.240203790441792e-13 5.409290750308476e-13 -1.9021711048597196 29076633.47675119
0400-51820-0055 2.9787740686853173e-13 3.1601943653844917e-13 -1.1948566923967532 70667.84871988001
0399-51817-0571 1.4749878709454813e-12 1.49492004981837e-12 0.9957773112048995 0.006367524195265393
1078-52643-0561 4.494841344021456e-13 4.834251225883453e-13 -1.5611303936970007 1831140.9297891383
0398-51789-0624 6.964776711812696e-13 7.315554515859297e-13 -1.7523023320070041 12315841.342284672
0698-52203-0432 8.60245071184125e-13 8.930188228041811e-13 -1.1448696836855576 138001.8912106005
0399-51817-0235 4.912169034976983e-13 5.219086107685151e-13 -1.3945953323454374 552146.1186492713
0398-51789-0042 8.840543645594515e-13 9.295117530165378e-13 -1.4957000291164544 2173723.264206775
0401-51788-0393 2.8524578450134524e-13 3.037399314037925e-13 -1.658651280445886 2460548.150340002
0399-51817-0154 5.210675238615633e-13 5.584069579570938e-13 -1.0144678148992974 30010.484695525178
0400-51820-0359 3.004430978185822e-13 3.2051813732796553e-13 -1.0525113328936928 23343.84581129852
0400-51820-0308 1.3073325238626146e-12 1.3947474362040467e-12 -1.6046553998491784 7446556.43282567
0698-52203-0339 3.285412318872385e-13 3.4468693915871995e-13 -1.2078887900861435 86301.51902933768
0697-52226-0562 6.298503971077115e-13 6.547681333873957e-13 -1.6508821046076163 5118452.051624906
0400-51820-0583 3.647335861946791e-13 3.8075033013600325e-13 -1.2491686684039385 132250.74762677093
0400-51820-0044 3.0341025624594343e-13 3.1910248157406895e-13 -1.4585528442439777 559773.3378975567
0697-52226-0328 1.2687860915116875e-12 1.2830013617014937e-12 -1.5928493271978306 6599309.3860061085
0398-51789-0035 1.2389349866457837e-12 1.2786872616225513e-12 -1.2665843026905612 514592.9564487532
0399-51817-0049 9.98477216498069e-13 1.0506067631099939e-12 -1.9071268885956623 57532159.27693552
0399-51817-0573 8.752144760217792e-13 9.253612582826351e-13 -1.741253843652691 14221657.412987307
0400-51820-0133 4.2287511176149525e-13 4.5115126580032884e-13 -1.3459108035790275 325699.27779525577
0399-51817-0229 1.0064399100999042e-12 1.0911192280662554e-12 -1.0660391657374881 86973.67343334232
0400-51820-0017 4.2133200132143873e-13 4.3292916504982773e-13 -1.0553306691650295 33470.569683523776
0696-52209-0463 9.70012420521515e-13 1.0238760802607221e-12 -2.1247595953110436 290891371.40801466
0400-51820-0235 4.217655232123236e-13 4.4556497479746486e-13 -0.8894944142608263 9055.25273242042
0399-51817-0292 5.281855101389747e-13 5.529396275024841e-13 -0.8202738560991636 6551.3479033596695
0400-51820-0511 5.847272212431126e-13 6.216626818427607e-13 -1.3491044899731328 461676.2983705815
0696-52209-0451 3.3370687858120557e-13 3.502381845274243e-13 -1.6333985713520844 2370981.2143709823
0399-51817-0175 3.1753397094881634e-13 3.3610537363537976e-13 -1.3707692894215115 296662.91788324993
0399-51817-0419 5.582602036703688e-13 5.875021792867839e-13 -1.165343872153186 105132.95236256182
0400-51820-0632 5.748488529322491e-13 6.044804365793327e-13 -0.9965373439046457 28746.05826554489
0400-51820-0390 3.2916464607015397e-12 3.405924457852186e-12 -2.0106503329412844 416319442.6956429
0400-51820-0622 5.121195601913147e-13 5.377194280384642e-13 -1.615713467601041 3176024.7860593307
1080-52614-0519 3.9738613804817667e-13 4.158245777075978e-13 -2.044463580562774 64935473.09201464
0399-51817-0150 4.1767973240344345e-12 4.359832329437387e-12 -1.790587270351285 98975835.28350915
0399-51817-0072 8.229943454373166e-13 8.527216037315131e-13 -0.8109415573656744 9479.064447695262
0399-51817-0593 5.180581992996879e-13 5.380749302526492e-13 -1.534790469548741 1722573.4959914458
0399-51817-0126 6.161042721835979e-13 6.611813770708502e-13 -1.3326909744176034 428177.3362556522
0674-52201-0110 3.2188883854529966e-13 3.3470041678254336e-13 -1.4490259861461643 551653.8373646394
0377-52145-0136 1.7869394499994723e-12 1.9869520037509968e-12 -1.6001728626042753 9833302.81162319
0376-52143-0323 3.448278338987088e-13 3.6214737633584815e-13 -1.3842225330146873 357626.71805374266
0376-52143-0328 8.358216684131357e-13 9.153581876247031e-13 -1.2904915299982145 418258.17935103376
0375-52140-0628 9.98467174740093e-13 1.118618035052051e-12 -1.2571743701791147 385371.350352075
0375-52140-0266 3.3017590327373294e-13 3.445394743297772e-13 -0.6972044698001795 1538.2449834619079
0375-52140-0537 6.3849697816832e-13 6.62399573446045e-13 -1.5642130966579653 2663691.0910302317
0375-52140-0035 8.105070201298117e-13 8.440330368491758e-13 -1.2714709828079809 349717.7305555621
0376-52143-0113 4.3891872950471776e-13 4.612229338872276e-13 -0.43930087908517645 258.76711174043214
0375-52140-0192 3.0056604281726216e-13 3.1633046782180177e-13 -1.1768772100039762 61950.605099517146
0375-52140-0491 6.401990324575069e-13 6.82767089525402e-13 -1.561877107660259 2623141.5886463164
0376-52143-0282 6.855083473828619e-13 6.966581957295068e-13 0.20344962228401092 2.152605452429875
0375-52140-0520 5.593727316357944e-13 5.875437254335322e-13 -0.9989440457774452 28507.801165930185
0375-52140-0423 5.479032410213413e-13 5.672084241489106e-13 -1.5926362179371554 2845126.048400771
0673-52162-0332 6.298451445382291e-13 6.660322940125392e-13 -0.9286671295071576 18434.085124818415
0375-52140-0378 7.538733035275062e-13 7.960268001595941e-13 -1.506334509580313 2012342.0573079702
0377-52145-0322 5.683902014929501e-13 5.895077133192163e-13 -1.0347296492404867 38397.62648621398
1103-52873-0133 5.524526785846672e-13 5.798203484700903e-13 -1.0775546999497942 52262.989130211565
0377-52145-0240 1.5695699081649884e-12 1.6295665026074442e-12 -1.7553092666040702 28400690.521568082
0375-52140-0538 5.057768948706447e-13 5.266098787293631e-13 -0.7530394027968946 3676.4619031648936
0377-52145-0305 6.5492213952349e-13 6.848879865049138e-13 -1.5997929527375054 3593432.8921021284
0377-52145-0520 3.1431933887575286e-13 3.2823835118285674e-13 -1.1410155454726998 48923.596741749265
0377-52145-0548 7.122864261499543e-13 7.422817693102165e-13 -1.501034840445159 1825071.264371539
0376-52143-0259 7.560804981348285e-13 8.059191409248215e-13 -1.008682069571674 41605.83363218542
0673-52162-0193 1.1414081198669503e-12 1.1690450952490976e-12 -1.132802744993949 166584.05942452836
0376-52143-0406 1.8478538027981672e-12 1.9558895941062903e-12 -1.213674391783445 507844.798378571
0375-52140-0553 5.587551415257827e-13 5.882060121155814e-13 -1.3369314806176942 401338.7716795447
0375-52140-0361 6.379142850473251e-12 6.736267900283296e-12 -1.0815663769382073 622799.0228508881
0376-52143-0615 5.349897218161439e-13 5.620675153103617e-13 -0.6565690191812363 1802.026830807047
0376-52143-0140 3.591005776237946e-13 3.7913984849965123e-13 -0.679538660195352 1453.062546210906
0375-52140-0190 1.568617396623759e-12 1.6855096342946232e-12 -1.7433754931829197 25906307.299655184
0376-52143-0247 2.844275284383519e-13 3.054425545926252e-13 -1.3972341510653146 326318.76814692124
0375-52140-0636 4.759686686120055e-13 4.981184683168312e-13 -1.2075854589198505 124731.85206383007
0376-52143-0472 1.070375872898378e-12 1.1245392160701999e-12 -1.3698117528850917 992613.8748836408
0377-52145-0157 1.3746337943358482e-12 1.4407080732734155e-12 -1.925182646374961 90865903.9740409
0376-52143-0102 7.687257110692831e-13 7.991753727781099e-13 -1.2194147222488991 220958.90834075058
0375-52140-0556 8.631701878896708e-13 9.11244474564299e-13 -1.1989564157287342 211447.17043017028
0376-52143-0289 4.588251890812374e-13 4.783983173875468e-13 -1.1520822866037022 77884.13851153578
0377-52145-0506 7.658230180751157e-13 8.216581383698028e-13 -1.5255115081680917 2370458.8457314493
0375-52140-0640 2.897380173405938e-12 3.1879885158816953e-12 -1.555106784425477 11268048.524261087
0674-52201-0541 7.097527604729352e-13 7.419182439584495e-13 -1.093250480008464 75952.52097978465
0375-52140-0176 4.662101714939319e-13 4.88668764959449e-13 -1.3420555723622198 348475.37615558726
0375-52140-0235 7.533823286530098e-13 7.989166368035597e-13 -1.2681070646173016 316655.4260311717
1103-52873-0411 6.664145658336485e-13 6.853577098967878e-13 0.5143754146271161 0.1601324698231003
0376-52143-0437 1.2919061779026827e-12 1.3854622491666403e-12 -1.1424888130579798 203419.2250863535
0377-52145-0318 2.3013384733076926e-12 2.4078550062111746e-12 -1.5229395801621022 6983346.622332659
0377-52145-0389 8.740495834027899e-13 9.20161049400913e-13 -1.335311440494404 619947.7487918054
2866-54478-0257 2.377802686863001e-13 2.4586971118493825e-13 -0.8492171575902228 3710.514741533956
0401-51788-0604 2.538277024428775e-12 2.639118467894274e-12 -1.7233251709841715 35954572.99239441
0401-51788-0475 7.042631157131944e-13 7.712168162727465e-13 -1.108020738607407 84628.84049236603
0402-51793-0015 3.8616817316163397e-13 3.972239488636675e-13 -1.4382558410852204 608867.3342219319
0700-52199-0512 4.542053536149914e-13 4.832743937023108e-13 -1.7659376537286953 8914709.96223425
0403-51871-0556 9.365535560757142e-13 1.018141686987884e-12 -1.4131642957419637 1215763.6816001725
0403-51871-0320 4.428919220059755e-13 4.733698791141092e-13 -1.6585316201197875 3816905.121556489
0403-51871-0116 1.3924029336643286e-12 1.5046694299360145e-12 -1.6372679873891884 10191603.638860138
0700-52199-0098 4.692071808796883e-13 4.806656379009369e-13 -1.0902333386663976 49035.58443366195
0402-51793-0521 4.381013949870607e-13 4.624709490915676e-13 -1.5332566003809223 1439575.3101773644
0700-52199-0398 6.134786488079634e-13 6.730600695914467e-13 -1.280234022967315 283414.81797150755
0402-51793-0464 4.4612321748179526e-13 4.79848626591066e-13 -1.3758360163058723 433522.9127733118
0401-51788-0114 6.376007361887596e-13 6.781390252040679e-13 -1.1922755470626776 148240.65696465582
0402-51793-0520 5.842451488996007e-13 6.072170243861761e-13 -1.3738318359584605 558978.3559804375
0402-51793-0314 5.600220869101592e-13 5.876735443202355e-13 -1.2755562824791766 249457.03054570674
0402-51793-0528 7.545744990097656e-13 8.150619675677195e-13 -1.8355886167025413 25211016.82266838
0401-51788-0531 5.282180865912363e-13 5.594696008639974e-13 -1.1366921894762116 79477.79680443768
0402-51793-0051 3.567391787385776e-13 3.794640977627498e-13 -1.288733878983353 176090.2758471377
0700-52199-0595 3.17221960267203e-13 3.3558852446497565e-13 -1.4060794422196363 389784.9863724045
0402-51793-0472 6.647176430114578e-13 6.833170486106409e-13 -1.4308787413067958 989849.3799553835
0401-51788-0497 4.594976490230541e-13 4.720306485297876e-13 -0.9986860380473652 23370.211220627665
1076-52914-0205 3.8854628358393505e-13 4.1238913847797207e-13 -1.005241626717072 20809.28478694225
1907-53315-0098 2.0146937080069894e-13 2.0944367363060842e-13 -0.3171317713534551 44.30390081711431
0402-51793-0439 1.3705621837303964e-12 1.4045476986485997e-12 -1.9941800165402375 152993430.4475427
0402-51793-0585 7.288361602027619e-13 7.92233107706397e-13 -0.5272945870185561 871.8567554013329
0401-51788-0637 3.7606883979662155e-13 3.929279999029887e-13 -1.153890606041586 64747.100013076204
0403-51871-0547 3.969332986921185e-13 4.1711782241323947e-13 -1.4824094237902106 880709.4832474076
0698-52203-0582 5.999704882708473e-13 6.485291993519502e-13 -1.6042184980836507 3405958.6655840403
0700-52199-0525 4.4525196381965304e-13 4.891551390001816e-13 -1.130414862674541 63777.678442462435
1076-52914-0331 5.2691278735666e-13 5.549843714790952e-13 -1.535697779681523 1764322.125271832
0402-51793-0193 4.601150385712017e-13 4.893923218815333e-13 -1.2656496139306181 189721.55147472816
0700-52199-0181 2.831747752337162e-13 2.936697185802216e-13 -1.2954306920064185 147262.66881112484
0402-51793-0571 5.046072618115814e-13 5.245819763058194e-13 -1.5224901305397522 1525913.7573307976
0402-51793-0433 6.496077573575826e-13 6.707869429898994e-13 0.17161593976427544 2.65049164193052
0401-51788-0096 1.2536339148537217e-12 1.3218876718230164e-12 -1.4961209999908751 3092492.3309880504
0402-51793-0339 3.2745717656511804e-13 3.5266703497994484e-13 -1.612316546022178 1978427.6186927196
0402-51793-0096 7.016437751064813e-13 7.400343945379422e-13 -1.3603269072642328 604461.928498472
0699-52202-0319 2.2556333283394094e-13 2.382626081046032e-13 -1.6764550577940451 2230646.306489494
0401-51788-0196 3.704373184369042e-13 3.88790081597868e-13 -1.2682147236121954 155829.89078568225
0403-51871-0497 5.507561934994751e-13 5.882449393600105e-13 -1.3779310394809585 543975.9364856912
1075-52933-0225 3.0394118700849936e-13 3.2887098685859217e-13 -1.3785468718096432 301637.91668043117
0401-51788-0500 3.93921158543053e-13 4.062815490655595e-13 -1.0096155637039916 21836.813159559075
1907-53315-0414 7.1921471433543e-13 7.650624137528328e-13 -1.7959561939888016 17756526.200707242
1075-52933-0249 1.0961548048572133e-12 1.136781067481777e-12 -0.9858011380372079 50366.10365218964
0403-51871-0401 5.655420368522435e-13 6.106531484862302e-13 -0.6885031559683292 2458.104095953962
0701-52179-0381 6.259195435524792e-13 6.569483933188247e-13 -1.8214176677383966 18769353.837745573
0403-51871-0131 6.013602065911201e-13 6.428875190879284e-13 -1.6048790860474178 3431243.64891218
0402-51793-0408 7.167944676183049e-13 7.68080630437966e-13 -1.4864339338164991 1640667.4574424415
1076-52914-0570 3.207594528671062e-13 3.409531570702931e-13 -1.574582176289084 1449439.577909026
0402-51793-0587 1.988702048125362e-12 2.1439255570042455e-12 -1.5453392780207367 7173085.345929196
1504-52940-0459 4.1582288041592284e-13 4.3718418092463327e-13 -1.4879495814800714 962990.4241799669
0402-51793-0237 7.139887968937688e-13 7.434336953956175e-13 -1.378392007160339 707726.9010500938
0401-51788-0518 6.479599395495187e-13 6.814613076722508e-13 -1.497580858150943 1616533.1039168634
0375-52140-0295 3.3921499397381883e-13 3.585873762922989e-13 -0.7108961543613216 1762.657246847738
1034-52813-0445 2.5839050302112346e-13 2.715136339568582e-13 0.4393442625234693 0.11567634876224756
0373-51788-0200 2.885164866574132e-13 3.028760302493277e-13 -1.1996984710256666 71087.88292427153
0373-51788-0261 3.416232719869395e-13 3.557439974622304e-13 -0.26774884341215954 50.36414454042589
0373-51788-0126 4.708322481309521e-13 4.955795618344029e-13 -1.0759020463741862 43966.96096863697
1034-52813-0380 3.020376326155787e-13 3.188169746252858e-13 -1.2808228606336924 140177.06334597978
0374-51791-0482 9.166995421218095e-13 9.470186395146902e-13 -1.3497221165047197 727270.1926580323
0374-51791-0488 6.996567778951525e-13 7.827383942571587e-13 -1.0725852557881324 63654.21311200335
0372-52173-0026 5.890359738015675e-13 6.202579318999197e-13 -1.1659564318012323 111461.95154464291
0372-52173-0080 1.21068536045326e-12 1.28543073992491e-12 -1.768362531381961 24206922.476483833
0374-51791-0602 9.873378130263373e-13 1.1018454724572155e-12 -1.1931692375455092 231163.59568303754
0374-51791-0177 4.775235879223059e-13 5.089746468007819e-13 -1.0870251683655106 48663.16660365331
0374-51791-0359 6.297334463780322e-13 6.70672974236156e-13 -1.3307350528214545 431042.68895683845
1476-52964-0265 1.2845136419122127e-12 1.4262025629713645e-12 -0.8184717201345029 15706.176984790893
0373-51788-0438 4.282277792778476e-13 4.595203882764147e-13 -1.1102997352099069 52387.07987407045
0373-51788-0047 3.140616410382665e-13 3.2998134898055573e-13 -1.3141881773234918 189004.61669287464
1105-52937-0203 2.944725803433603e-13 2.987623014666527e-13 -0.7134747279907705 1561.939332531053
0374-51791-0342 1.139649387251961e-12 1.1936369140785086e-12 -1.7292031471777585 16886420.291517552
1106-52912-0156 4.209486608787574e-13 4.4862211569197383e-13 -1.6495886021627444 3387003.07770101
0373-51788-0323 2.2256423169893292e-12 2.3862066489431547e-12 -1.4535456545239198 3950107.220161778
0374-51791-0414 7.055723703540122e-13 7.483539791591263e-13 -1.5998233162192026 3872245.753462511
1105-52937-0020 3.330722147749181e-13 3.418474374968729e-13 -0.6599950579846076 1153.026452633977
0375-52140-0277 4.42360604918561e-13 4.679601520743448e-13 -1.2237288733613987 131507.74962187518
1035-52816-0294 4.150104407698944e-13 4.5278235243695543e-13 -1.1062181311242556 49169.90876689383
0372-52173-0636 2.4660417393192274e-13 2.623181434632296e-13 -1.1129668557980268 30806.144904907804
1143-52619-0345 2.67848685366101e-13 2.910044666242871e-13 -1.3423499911932981 200666.01518042188
0373-51788-0110 3.4334048992205845e-13 3.641108643377556e-13 -1.208282211905309 90466.73106037817
1105-52937-0256 6.598100988530822e-13 7.199460080644895e-13 -1.544560307089812 2365627.0801055715
1104-52912-0494 3.7572152782413664e-13 3.8433302005698774e-13 -1.3407016666375957 277898.0523648675
0375-52140-0340 1.5547906169476987e-12 1.6302003550600151e-12 -1.3173575997475155 959048.6279464941
1104-52912-0060 3.8855892441448426e-13 4.057193840915256e-13 -0.911008506096915 9890.387319156827
0373-51788-0043 2.6734493354156463e-12 2.822835942742322e-12 -1.5805055673405404 12644639.58591704
0373-51788-0157 1.0296637037107326e-12 1.1181400453111975e-12 -1.4384725349422693 1626186.6199583518
0373-51788-0105 3.859074530640455e-13 4.1277229417952124e-13 -1.4791954290489702 835231.7595913189
1106-52912-0159 3.01481643850389e-13 3.1344952900424126e-13 -1.441362783913174 486917.871951668
0373-51788-0048 9.888393511038793e-13 1.0547483367222402e-12 -1.6727823581742207 9507101.700672392
1105-52937-0169 2.0370557696772787e-13 2.1860664967678884e-13 -1.2073055140814026 53266.202637680115
0374-51791-0266 5.80417289798418e-13 6.103595241578747e-13 -0.8176389355058411 7050.195181722467
1104-52912-0481 3.9736264803658933e-13 4.173402152044675e-13 -1.5213269202840383 1190869.5537202056
0373-51788-0298 5.353291046202628e-13 5.626989806988914e-13 -1.2390971735779244 179435.66121781428
1104-52912-0525 3.3529335963176784e-13 3.605770410591179e-13 -1.4669124026848939 659925.3434744872
0373-51788-0075 4.5195807084267064e-13 4.805082558588308e-13 -1.2740122810270609 198912.55125540658
0403-51871-0060 6.27326974688912e-13 6.53540833775448e-13 -1.8011049939510133 16109179.319351824
0405-51816-0097 6.022253745641014e-13 6.457955281289269e-13 -1.1113465194740588 74280.5632263315
0703-52209-0396 5.08421968531371e-13 5.389911791165988e-13 -1.3123570727351197 301642.76395922183
0405-51816-0089 1.5687889140247923e-12 1.6345675073882092e-12 -1.3714130520950747 1473019.2823697517
0404-51812-0617 3.354888422229627e-13 3.5388140593741944e-13 -1.511214632263805 929927.6155065998
0701-52179-0126 4.799744801501867e-13 5.024264583138163e-13 -1.3616060247259731 417624.0517467102
0406-51869-0265 1.0044697948857967e-12 1.0814875047956275e-12 -1.8096777456425388 27538950.61397115
0405-51816-0103 4.10603824089905e-13 4.3719650289280216e-13 -1.4984527623953507 1031299.8965413667
0405-51816-0175 6.352790249290652e-13 6.654802440767522e-13 -1.2599438802440752 250548.1542957305
0405-51816-0577 1.1680933750817146e-12 1.2427198743768126e-12 -1.6561388357490945 9883519.849097522
0703-52209-0010 5.055353802366706e-13 5.335718771144034e-13 -1.6137803869567229 3088923.2160065086
0701-52179-0046 8.219156795433084e-13 8.499591607547605e-13 -1.6840156552537555 8613525.290954033
0403-51871-0072 5.105479572783539e-13 5.401431820965715e-13 -1.2423207436044086 175489.57361258144
0403-51871-0026 5.821150147216487e-13 6.101493344472932e-13 -1.4242448599944033 823417.7597166377
0703-52209-0344 3.3757241641731283e-13 3.5648302581038127e-13 -1.1625877581980144 62215.42004553584
0405-51816-0255 4.850991069350958e-13 5.148469104203861e-13 -1.0882884883705275 49928.05137058705
1074-52937-0064 4.040974614175951e-13 4.267715850899966e-13 -1.8968368495013788 21530374.23622183
0405-51816-0073 5.907134619482125e-13 6.259491211527402e-13 -1.4771210618142516 1258157.725100218
0404-51812-0545 5.112659482539143e-13 5.291165112133986e-13 -1.707788838307569 6429313.436857687
0404-51812-0325 6.205071991257573e-13 6.611160216284286e-13 -1.667111929654558 5711738.899629074
0703-52209-0520 1.437540463414194e-13 1.5246532059676572e-13 -1.6824601177392255 1488645.7968630318
0404-51812-0344 2.5054300574258958e-12 2.772365498823081e-12 -1.97529858549355 242347385.43629307
1074-52937-0551 5.366992915516697e-13 5.602614262075965e-13 -1.662353497294952 4763086.11636225
0703-52209-0122 1.1718745631960221e-12 1.2587265838663392e-12 -1.8553568372793365 45523294.40427576
0403-51871-0576 4.907792712811288e-13 5.140901192165052e-13 -1.573981111064373 2207476.2366640368
0404-51812-0081 4.4874707406558364e-13 4.640471277865681e-13 -1.1734730561786515 90061.24655632496
0404-51812-0639 1.862845663188901e-12 1.9664625836385944e-12 -1.380462837789201 1876428.3482787914
0404-51812-0588 6.96949554194762e-13 7.195566769778792e-13 -1.771094712905416 14229271.958445229
0405-51816-0284 3.696470450641319e-13 3.8851543313510093e-13 -1.1223856198281035 49717.41945838182
0405-51816-0594 5.355302436643792e-13 5.632618524415432e-13 -1.6771861384718356 5325770.455511448
0703-52209-0220 3.558845982654263e-13 3.8083512511548796e-13 -1.1040943379347457 41467.83614789835
0702-52178-0235 3.6179944362082696e-13 3.7394092937916914e-13 -1.2667985270979811 150524.99225361663
0403-51871-0581 5.003910103132462e-13 5.385103241877337e-13 -1.715803680959346 6691145.912106553
0405-51816-0050 7.960804504394694e-13 8.198354147040316e-13 -1.7949656242190217 19506081.446248803
0702-52178-0432 2.8695957859054545e-13 3.004781065301921e-13 -1.052687308524724 22327.07942641237
0405-51816-0095 1.2192444745715503e-12 1.2646677243021742e-12 -1.2914983092240746 614932.4717826599
0405-51816-0131 6.395572782544195e-13 6.778115630872951e-13 -1.0336378569815374 42835.67807096402
0404-51812-0055 9.308318519746464e-13 9.885738617686412e-13 -1.231975562792078 295130.5455468526
0701-52179-0615 6.058428500318624e-13 6.429991388685177e-13 -1.8252684619438537 18709119.415264774
0371-52078-0590 1.8500352802923942e-12 2.017478125487474e-12 -1.1233181241135608 250655.48140306826
0990-52465-0095 2.0120230819952313e-12 2.1534330521538884e-12 -1.5848461733900037 9839748.307057276
0990-52465-0061 3.760438081429846e-13 4.0571084239127287e-13 -1.1845360635850077 82293.89071682942
1473-52908-0125 2.438255285225869e-13 2.5442389658235145e-13 -0.7351213108276655 1536.7347101640487
0990-52465-0103 8.86958202478996e-13 9.25025071539829e-13 -1.323281171947436 572911.077487483
0990-52465-0444 2.1587201149547287e-12 2.2786096283215505e-12 -1.6913297559698979 23928380.85442878
0371-52078-0052 2.332757885731018e-13 2.531351850282062e-13 -1.0091992700857482 12889.182346100702
1107-52968-0286 4.2669682470038293e-13 4.506419996840229e-13 -1.6379555648695932 3139725.4977492373
0371-52078-0311 7.683745477836404e-13 8.124467355295732e-13 -1.1734647761082297 154198.85610426532
0990-52465-0377 3.2559548617784077e-13 3.417390585145529e-13 -1.0202158370556211 19620.794937222698
0372-52173-0483 1.6815580005563585e-12 1.7411969553925346e-12 -1.1135149510296452 210967.79596415904
1108-53227-0404 2.272255389049123e-13 2.428927985545525e-13 -1.2573442174374307 87816.90408366878
0990-52465-0474 5.813413959536163e-13 6.067201708453616e-13 -1.5929538172222861 3026151.340756028
0990-52465-0114 3.1077454472600405e-13 3.2680039517680124e-13 -1.6079447543684016 1815539.3223415588
0990-52465-0087 1.1126560721729747e-12 1.196646816211107e-12 -1.32349193565601 719874.9758526469
1152-52941-0215 1.1478176904224228e-12 1.1723485320329052e-12 0.09229661747920996 8.983248577726615
1107-52968-0259 1.6487307530261986e-13 1.759493490684594e-13 -1.3026155793386514 90674.60675694045
0990-52465-0555 1.2052972123857591e-12 1.2678747165863175e-12 -1.8660661799994203 50803321.4017293
1474-52933-0175 9.232971362410758e-13 9.632856524203765e-13 -1.3242839935872677 601054.085039689
0372-52173-0177 1.999741451406264e-12 2.0402424203060436e-12 -1.3985933252649523 2318583.4194136686
0371-52078-0310 5.959119181218588e-13 6.258095736342865e-13 -1.418855996460653 808458.5101784148
1107-52968-0094 6.214732804142931e-13 6.450692787432864e-13 -1.1086797979539345 75067.47213413421
0372-52173-0224 2.701062675920617e-12 3.1344514595924685e-12 -1.1340717344992288 398150.38751037576
0990-52465-0116 4.371068866952037e-13 4.495758131069396e-13 -1.4329890240509444 661635.2476354133
0372-52173-0322 6.595431921269899e-13 6.903805052217113e-13 -0.8956085246379507 14862.386151351662
0372-52173-0268 2.7689896025735126e-13 2.918773720215321e-13 -1.144331032717194 44233.496640145684
0371-52078-0494 2.746343494932216e-13 2.881892092240339e-13 -1.691824746010802 3055768.1567017473
1108-53227-0326 3.187136613054384e-13 3.357067820927016e-13 -0.4427245098155734 193.15253821657404
0371-52078-0397 2.2594307726751562e-12 2.3325245841260107e-12 -1.69550158099162 25858860.1096108
0371-52078-0232 1.3023118749905575e-12 1.3776913842523055e-12 -1.5767424630600948 5983597.505846495
0372-52173-0134 4.132572118240419e-13 4.3468800744524387e-13 -1.048983629192238 31230.677912027466
1107-52968-0067 2.446462594879785e-13 2.550081044225512e-13 -1.5335894591205261 805960.3039061411
0990-52465-0198 4.785995134499751e-13 4.869990632609591e-13 -0.9480006631661286 16318.992448654353
1107-52968-0280 8.013719354279639e-13 9.02476005635474e-13 -0.6960371561758064 3698.8849484207785
0990-52465-0038 5.598400896570922e-13 5.829760479533029e-13 -1.4127210716865526 724249.8336362931
1473-52908-0156 4.639160670052255e-13 4.832629151933507e-13 -0.5374108140054105 601.8904520322333
0372-52173-0305 1.2370766842583857e-12 1.3640693590912148e-12 -0.3805642462140594 454.19715913314866
0371-52078-0199 2.863805085960492e-13 3.0941763404330447e-13 -1.5159646162472886 823460.3303214717
0371-52078-0234 6.50682528859918e-13 7.068696201415387e-13 -1.2967577058919455 341897.13797936804
0704-52205-0405 2.439828070342543e-13 2.5487393886783973e-13 -1.6166296025499491 1523813.0574068998
0406-51869-0178 4.0157615564405026e-13 4.2240942376786297e-13 -1.827594238436261 12623176.2771173
0406-51869-0245 8.767312320244395e-13 9.525760803513389e-13 -1.051883835974462 67784.9846889069
0706-52199-0177 4.2434933540428967e-11 4.3944903255049605e-11 -2.1402891326906714 14308443192.963964
0406-51869-0223 4.53464258857795e-13 4.724981772458733e-13 -1.3075435407869078 259143.52124041665
0406-51869-0329 6.382845497654759e-13 6.659771907153344e-13 -1.0374863376636225 44064.960690858024
0407-51820-0347 4.8111513447496e-13 5.047657910649472e-13 -1.1487827961248787 79584.05202427988
0406-51869-0196 6.488291912138211e-13 6.954663507908541e-13 -1.6229141135834046 4252953.343646187
0406-51869-0480 1.8385311622701687e-13 1.938297249662667e-13 -0.8629625926450375 3199.222752440345
1509-52942-0289 4.031818185361068e-13 4.434628099095748e-13 -1.3328597526990884 280569.4644034515
0406-51869-0219 3.031133120594297e-13 3.161084270793463e-13 -1.4270831743244439 438295.48527416785
0706-52199-0137 1.4805746783477366e-12 1.6042762566079818e-12 -1.4978698985486363 3702001.6223758
0406-51869-0383 7.349929732814034e-13 7.633099709145821e-13 -1.2277173613374732 225416.60101741034
0704-52205-0206 3.6483689773480645e-13 3.8737632801169894e-13 -1.7981724510484185 9161161.477611477
1072-52643-0139 5.60277228250518e-13 5.741896605309497e-13 -1.6402732349871094 4196716.467589952
0407-51820-0579 4.834190543926922e-13 5.105638659772291e-13 -1.3599717198313952 415315.15897278977
0406-51869-0158 3.7019872371442415e-13 3.9675747017652554e-13 -1.6017423821502863 2061910.6505511922
0406-51869-0403 6.559438307045487e-13 6.997974282935209e-13 -1.572270152905096 2911738.164961597
0406-51869-0438 2.1702853731689193e-13 2.257853191457387e-13 -1.5265527681310007 677190.4506730997
0406-51869-0142 6.536867554291123e-13 6.928742729519885e-13 -1.6987726005605808 7671352.19682138
